root_pos_x,root_pos_y,root_pos_z,root_rot_x,root_rot_y,root_rot_z,root_rot_w,hip.pitch.l,hip.roll.l,hip.yaw.l,knee.pitch.l,ankle.pitch.l,ankle.roll.l,hip.pitch.r,hip.roll.r,hip.yaw.r,knee.pitch.r,ankle.pitch.r,ankle.roll.r,waist.yaw,arm.pitch.l,arm.roll.l,arm.yaw.l,elbow.pitch.l,hand.yaw.l,hand.roll.l,hand.pitch.l,arm.pitch.r,arm.roll.r,arm.yaw.r,elbow.pitch.r,hand.yaw.r,hand.roll.r,hand.pitch.r,head.pitch,head.yaw
0.0,0.0,0.7200000286102295,0.0,0.0,0.0,1.0,-0.1576193869113922,4.436411060737555e-08,-7.713288141530938e-08,0.3341538906097412,-0.17653456330299377,-5.6323262498381155e-08,-0.1576179713010788,-2.7300805172103537e-08,5.1135437217908475e-08,0.334151029586792,-0.17653299868106842,2.7021162196660953e-08,0.0,0.0,0.1745329201221466,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.1745329201221466,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
0.0019564833492040634,0.0,0.7195081114768982,0.0,0.000858524173963815,0.0,0.9999996423721313,-0.1811528503894806,5.466858397085161e-07,-2.831488359333889e-07,0.37744787335395813,-0.17986063659191132,-5.983310984447598e-07,-0.16027042269706726,4.494109191455209e-07,-1.557875464186509e-07,0.34221765398979187,-0.18366415798664093,-4.92209039748559e-07,0.0,0.005151146091520786,0.17342106997966766,-0.0,-0.0006337928934954107,0.0,0.0,0.0,-0.006868194323033094,-0.17342106997966766,-0.0,-0.006868194323033094,0.0,0.0,-0.0,0.0,0.0
0.00759408064186573,0.0,0.7181481719017029,0.0,0.003232085844501853,0.0,0.9999947547912598,-0.2355564385652542,1.0490075510460883e-06,-4.891647904514684e-07,0.47173380851745605,-0.18120607733726501,-1.1403390089981258e-06,-0.1665818840265274,9.261226523449295e-07,-3.6271055137149233e-07,0.3630814850330353,-0.2029636651277542,-1.0114391670867917e-06,0.0,0.019392549991607666,0.17029240727424622,-0.0,-0.002525071147829294,0.0,0.0,0.0,-0.025856731459498405,-0.17029240727424622,-0.0,-0.025856731459498405,0.0,0.0,-0.0,0.0,0.0
0.01656500995159149,0.0,0.7160937786102295,0.0,0.00681763980537653,0.0,0.9999767541885376,-0.30295708775520325,1.5513292055402417e-06,-6.951806881261291e-07,0.5769972801208496,-0.17457833886146545,-1.682346805864654e-06,-0.17375390231609344,1.4028345276528853e-06,-5.696335847460432e-07,0.39107832312583923,-0.23095960915088654,-1.5306693512684433e-06,0.0,0.0409061536192894,0.16545721888542175,-0.0,-0.0056586842983961105,0.0,0.0,0.0,-0.054541539400815964,-0.16545721888542175,-0.0,-0.054541539400815964,0.0,0.0,-0.0,0.0,0.0
0.028521494939923286,0.0,0.7135185599327087,0.0,0.011312078684568405,0.0,0.999936044216156,-0.3750981092453003,2.053650860034395e-06,-9.011966994876275e-07,0.6733736395835876,-0.16451865434646606,-2.2243546027311822e-06,-0.17916271090507507,1.8795461755871656e-06,-7.765565328554658e-07,0.4209235608577728,-0.26438555121421814,-2.0498996491369326e-06,0.0,0.06787392497062683,0.159225732088089,-0.0,-0.010019483044743538,0.0,0.0,0.0,-0.09049855917692184,-0.159225732088089,-0.0,-0.09049855917692184,0.0,0.0,-0.0,0.0,0.0
0.04311574995517731,0.0,0.7105960845947266,0.0,0.016412226483225822,0.0,0.9998652935028076,-0.4477052092552185,2.555972287154873e-06,-1.1072127108491259e-06,0.7494542002677917,-0.16004221141338348,-2.766362513284548e-06,-0.1806936264038086,2.3562579372082837e-06,-9.834794809648884e-07,0.448377788066864,-0.300510048866272,-2.569129947005422e-06,0.0,0.09847778081893921,0.151908278465271,-0.0,-0.01559231337159872,0.0,0.0,0.0,-0.13130371272563934,-0.151908278465271,-0.0,-0.13130371272563934,0.0,0.0,-0.0,0.0,0.0
0.05999999865889549,0.0,0.7075000405311584,0.0,0.02181488461792469,0.0,0.9997619986534119,-0.5177884101867676,3.0582941690227017e-06,-1.3132284948369488e-06,0.7969293594360352,-0.1668258160352707,-3.3083701964642387e-06,-0.17667756974697113,2.8329698125162395e-06,-1.1904025996045675e-06,0.4700697958469391,-0.33702558279037476,-3.0883600175002357e-06,0.0,0.13089969754219055,0.14381511509418488,-0.0,-0.022362031042575836,0.0,0.0,0.0,-0.1745329201221466,-0.14381511509418488,-0.0,-0.1745329201221466,0.0,0.0,-0.0,0.0,0.0
0.07887313514947891,0.0,0.7044039368629456,0.0,0.02721690572798252,0.0,0.999629557132721,-0.5835915207862854,3.5606160508905305e-06,-1.5192445061984472e-06,0.8109116554260254,-0.18318191170692444,-3.850378107017605e-06,-0.16567300260066986,3.30968146045052e-06,-1.397325604557409e-06,0.48315247893333435,-0.3719198405742645,-3.607590315368725e-06,0.0,0.1633216142654419,0.1352565437555313,-0.0,-0.030313478782773018,0.0,0.0,0.0,-0.21776214241981506,-0.1352565437555313,-0.0,-0.21776214241981506,0.0,0.0,-0.0,0.0,0.0
0.09962070733308792,0.0,0.7014815211296082,0.0,0.03231528773903847,0.0,0.999477744102478,-0.6403757929801941,4.062937932758359e-06,-1.7252605175599456e-06,0.7820450067520142,-0.20631080865859985,-4.392386017570971e-06,-0.14594216644763947,3.7863931083848e-06,-1.6042484958234127e-06,0.48459330201148987,-0.40329286456108093,-4.126820385863539e-06,0.0,0.19392549991607666,0.1265428215265274,-0.0,-0.03943151235580444,0.0,0.0,0.0,-0.25856730341911316,-0.1265428215265274,-0.0,-0.25856730341911316,0.0,0.0,-0.0,0.0,0.0
0.1221749559044838,0.0,0.6989062428474426,0.0,0.03680722042918205,0.0,0.9993224143981934,-0.6800179481506348,4.5652595872525126e-06,-1.931276528921444e-06,0.7013240456581116,-0.23060914874076843,-4.934393473376986e-06,-0.11541923135519028,4.263104983692756e-06,-1.8111715007762541e-06,0.47067418694496155,-0.42888590693473816,-4.646050456358353e-06,0.0,0.2208932340145111,0.11798425018787384,-0.0,-0.04970097541809082,0.0,0.0,0.0,-0.29452428221702576,-0.11798425018787384,-0.0,-0.29452428221702576,0.0,0.0,-0.0,0.0,0.0
